"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2011",-25.50544167,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2012",-24.27906418,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2013",-22.17424011,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2014",-25.08417702,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2015",-19.22379303,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2016",-5.487162113,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2017",1.9094766378,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2018",-15.17355156,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2019",-40.53519058,
"EST","WAGEGAP","SELFEMPLOYED","PC","A","2020",-53.28339005,
"EST","WAGEGAP","EMPLOYEE","PC","A","2002",25,
"EST","WAGEGAP","EMPLOYEE","PC","A","2006",27.86,
"EST","WAGEGAP","EMPLOYEE","PC","A","2010",27.8,
"EST","WAGEGAP","EMPLOYEE","PC","A","2014",28.34,
"EST","WAGEGAP","EMPLOYEE","PC","A","2018",22.68,
"EST","WAGEGAP","EMPLOYEE","PC","A","2019",23.17,
"EST","WAGEGAP","EMPLOYEE","PC","A","2020",19.6,
"EST","WAGEGAP","EMPLOYEE","PC","A","2021",20.43,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2001",27.97,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2002",24.21,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2003",25.33,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2004",25.01,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2005",21.92,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2006",21.96,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2007",20.41,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2008",22.06,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2009",21.14,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2010",20.39,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2011",19.66,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2012",20,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2013",20.35,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2014",20.11,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2015",20.44,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2016",21.59,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2017",21.79,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2018",22.66,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2019",24.32,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2020",21.56,
"ISR","WAGEGAP","EMPLOYEE","PC","A","2021",25.36,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2006",17.959762573,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2007",23.377542496,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2008",24.936914444,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2009",22.809833527,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2010",19.034658432,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2011",22.376216888,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2012",20.561733246,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2013",20.856889725,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2014",18.928394318,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2015",20.810813904,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2016",27.070335388,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2017",29.756341934,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2018",32.437950134,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2019",23.097249985,
"LVA","WAGEGAP","SELFEMPLOYED","PC","A","2020",21.804664612,
"LVA","WAGEGAP","EMPLOYEE","PC","A","2002",18.92,
"LVA","WAGEGAP","EMPLOYEE","PC","A","2006",8.47,
"LVA","WAGEGAP","EMPLOYEE","PC","A","2010",19.06,
"LVA","WAGEGAP","EMPLOYEE","PC","A","2014",21.12,
"LVA","WAGEGAP","EMPLOYEE","PC","A","2018",20.289855072,
"LVA","WAGEGAP","EMPLOYEE","PC","A","2019",19.76,
"LVA","WAGEGAP","EMPLOYEE","PC","A","2020",22.71,
"LVA","WAGEGAP","EMPLOYEE","PC","A","2021",23.95,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2004",29.587535858,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2005",27.732688904,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2006",21.428005219,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2007",16.513086319,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2008",7.0754318237,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2009",3.0379977226,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2010",-3.189761877,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2011",7.7855086327,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2012",5.7907109261,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2013",14.821136475,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2014",9.5859422684,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2015",15.536741257,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2016",17.321352005,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2017",29.882024765,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2018",30.181756973,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2019",30.11264801,
"LTU","WAGEGAP","SELFEMPLOYED","PC","A","2020",24.800579071,
"LTU","WAGEGAP","EMPLOYEE","PC","A","2002",15.08,
"LTU","WAGEGAP","EMPLOYEE","PC","A","2006",16.82,
"LTU","WAGEGAP","EMPLOYEE","PC","A","2010",10.64,
"LTU","WAGEGAP","EMPLOYEE","PC","A","2014",12.48,
"LTU","WAGEGAP","EMPLOYEE","PC","A","2018",11.69,
"LTU","WAGEGAP","EMPLOYEE","PC","A","2019",14.07,
"LTU","WAGEGAP","EMPLOYEE","PC","A","2020",9.33,
"LTU","WAGEGAP","EMPLOYEE","PC","A","2021",9.02,
"MLT","WAGEGAP","EMPLOYEE","PC","A","2002",13.56,
"MLT","WAGEGAP","EMPLOYEE","PC","A","2006",7.44,
"MLT","WAGEGAP","EMPLOYEE","PC","A","2010",7.07,
"MLT","WAGEGAP","EMPLOYEE","PC","A","2014",8.99,
"MLT","WAGEGAP","EMPLOYEE","PC","A","2018",11.09,
"ROU","WAGEGAP","EMPLOYEE","PC","A","2002",16.16,
"ROU","WAGEGAP","EMPLOYEE","PC","A","2006",8.4,
"ROU","WAGEGAP","EMPLOYEE","PC","A","2010",9.63,
"ROU","WAGEGAP","EMPLOYEE","PC","A","2014",1.55,
"ROU","WAGEGAP","EMPLOYEE","PC","A","2018",3.5,
"ROU","WAGEGAP","EMPLOYEE","PC","A","2019",5.86,
"ROU","WAGEGAP","EMPLOYEE","PC","A","2020",3.3,
"ROU","WAGEGAP","EMPLOYEE","PC","A","2021",5.76,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2004",28.551664352,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2005",29.831928253,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2006",29.044483185,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2007",28.612474442,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2008",27.706134796,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2009",29.536897659,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2010",32.83020401,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2011",33.93264389,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2012",31.093191147,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2013",30.999786377,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2014",30.466659546,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2015",32.280162811,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2016",33.596817017,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2017",38.735172272,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2018",39.351200104,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2019",28.966852188,
"SVN","WAGEGAP","SELFEMPLOYED","PC","A","2020",20.265283585,
"SVN","WAGEGAP","EMPLOYEE","PC","A","2002",9.36,
"SVN","WAGEGAP","EMPLOYEE","PC","A","2006",6.56,
"SVN","WAGEGAP","EMPLOYEE","PC","A","2010",0.99,
"SVN","WAGEGAP","EMPLOYEE","PC","A","2014",5,
"SVN","WAGEGAP","EMPLOYEE","PC","A","2018",8.19,
"OECD","WAGEGAP","EMPLOYEE","PC","A","1995",18.99,
"OECD","WAGEGAP","EMPLOYEE","PC","A","1996",19.21,
"OECD","WAGEGAP","EMPLOYEE","PC","A","1997",18.9,
"OECD","WAGEGAP","EMPLOYEE","PC","A","1998",18.73,
"OECD","WAGEGAP","EMPLOYEE","PC","A","1999",18.41,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2000",18.13,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2001",17.9,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2002",17.7,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2003",16.89,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2004",16.51,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2005",16.04,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2006",15.73,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2007",15.09,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2008",15.14,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2009",14.56,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2010",14.0599345873501,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2011",13.87,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2012",13.99,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2013",13.89,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2014",13.78,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2015",13.94,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2016",13.46,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2017",12.98,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2018",13.03,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2019",12.95,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2020",11.64,
"OECD","WAGEGAP","EMPLOYEE","PC","A","2021",11.9,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2011",45.712463379,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2012",45.362930298,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2013",44.766490936,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2014",39.789039612,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2015",34.577949524,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2016",28.27435112,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2017",26.871465683,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2018",30.748420715,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2019",29.284753799,
"DEU","WAGEGAP","SELFEMPLOYED","PC","A","2020",29.772649765,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2002",16.78,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2003",15.55,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2004",15.08,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2005",14.4,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2006",13.39,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2007",13.69,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2008",13.29,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2009",12.6898764281804,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2010",12.07,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2011",12.38,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2012",12.54,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2013",12.28,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2014",10.81,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2015",12.31,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2016",11.85,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2017",11.51,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2018",10.8,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2019",11.06,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2020",10.24,
"EU27","WAGEGAP","EMPLOYEE","PC","A","2021",10.37,
"ARG","WAGEGAP","EMPLOYEE","PC","A","2017",7.86,
"ARG","WAGEGAP","EMPLOYEE","PC","A","2018",11.11,
"ARG","WAGEGAP","EMPLOYEE","PC","A","2019",12,
"ARG","WAGEGAP","EMPLOYEE","PC","A","2020",6.25,
"ARG","WAGEGAP","EMPLOYEE","PC","A","2021",6.25,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2012",15,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2013",16.36,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2014",16.67,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2015",15.38,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2016",14.29,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2017",13.33,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2018",10.67,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2019",6.67,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2020",6.25,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2021",9.09,
"BRA","WAGEGAP","EMPLOYEE","PC","A","2022",11.11,
