title,author,date,rating,text
Greatest Movie you will probably See in your Entire Life!,Adolphe_Menjou,8 February 2006,,"the editing and directing is astound, you will be engaged by the plot. There's no need to get into a huge comment about it, it is simply the best movie you will probably see, definitely the best post 2000. So enjoy"
"Versatile, entertaining and City of God !",bannaohi,2 March 2018,10,"Simply, the best foreign movie in gangster category."
Nice movie,torhallurpoulsen,3 January 2007,10,I bought this DVD after reading the short-story on the back of the DVD-case. Must say I wasn't disappointed.
Good job,jordanbuntonwilliams-17957,19 December 2017,,This film will always be one of my favourite. I found this film to be very inspirational.
A Complex Story Executed Masterfully,AbenezerS,23 May 2018,8,"This is one of the few films I can watch repeatedly without losing interest . It's violent, romantic, and unforgiving. The setting is surreal The characters stories are interwoven and they interact in a way that feels realistic. The stories also jumps back and forth in time. It's very complex but because it's edited so well It doesn't feel overwhelming. It's really an amazing film! Pay attention and enjoy."
amazing movie,motezs,17 October 2018,10,"The film revolves around the, 'City of God,' a favela in Rio de Janeiro, Brazil, it talks about the things that have happened in the past time and how it changed into a war and how those kids had the drug going in the town where they lived. There is a girl were she falls in love with the dealer and this movie talks about the culture and the things that they do in that town. Also, I am a big fan of foreign film, because its great to see directors with different points of view than the average American director. And the movie was holding in different language and that makes me think how cool to add a different language. I would recommend watching this movie it makes you look at things in different way and have a lot to do in actions. This movie shows us how kids can know a lot of things that not one of us would know or see."
amzing movie,motezs,17 October 2018,10,"The film revolves around the, 'City of God,' a favela in Rio de Janeiro, Brazil, it talks about the things that have happened in the past time and how it changed into a war and how those kids had the drug going in the town where they lived. There is a girl were she falls in love with the dealer and this movie talks about the culture and the things that they do in that town. Also, I am a big fan of foreign film, because its great to see directors with different points of view than the average American director. And the movie was holding in different language and that makes me think how cool to add a different language. I would recommend watching this movie it makes you look at things in different way and have a lot to do in actions. This movie shows us how kids can know a lot of things that not one of us would know or see."
amazing movie!,motezs,17 October 2018,10,"The film revolves around the, 'City of God,' a favela in Rio de Janeiro, Brazil, it talks about the things that have happened in the past time and how it changed into a war and how those kids had the drug going in the town where they lived. There is a girl were she falls in love with the dealer and this movie talks about the culture and the things that they do in that town. Also, I am a big fan of foreign film, because its great to see directors with different points of view than the average American director. And the movie was holding in different language and that makes me think how cool to add a different language. I would recommend watching this movie it makes you look at things in different way and have a lot to do in actions. This movie shows us how kids can know a lot of things that not one of us would know or see."
A must see musterpice,yecheskelschwab,25 October 2021,10,"Over the past decade, I've seen this movie probably more than 10 times, and each time it gets to me. It explores some difficult, yet fragile topics, which are equally important now as there were 20 years ago."
"Run, run, don't walk!!",Pete-195,1 February 2003,9,Run to the cinema to see this one says Peter Bradshaw from The Guardian. I couldn't agree with him more!
Amazing,djohnsonc,12 January 2003,10,One of the most amazing films in the last ten years. Truly a work of genius and imagination. Makes you want to see it again just to look at the camera work and direction. A very important piece of cinematic work. I can't recommend it enough.
The best hood culture film of all time,gabewaltman,26 July 2019,10,This movie Somehow tops menace to society. A fantastic plot and brilliant narrative structure. Wavy plot=groovy times. Also lots of killing so bring your kids!!!
Insightful Film,sharbelbdawalibi,7 October 2019,7,"Many movies tend to have a cookie-cutter plot, but City of God branches out as an insightful film regarding life for those in more impoverished areas of the world. The struggles of growing up poor in Brazil is brought to a sense of realism in this film through the adventures of Rocket. There are many elements of violence throughout the film that accompany Rocket's mission to escape the crime life that rose from their impoverished upbringing. I felt like the violence of the film was what kept this film interesting and engaging, otherwise them film was boring throughout some scenes. There was also many times that I felt like the ability of children to use a gun or be as brave as they were during hectic scenes was very far fetched and unrealistic which made the film feel out of touch with reality."
One of the best movies I've ever seen.,jackzullo,1 May 2015,10,"Gritty, edgy, based on a true story. It's a movie that unfolds slowly in drastic character development, tying the audience emotionally to all of its characters."
Amazing but ...,kareem_tayyara,22 April 2022,8,"Everything in this movie is beautiful and wonderful, from the reality, the photography and the story, but the only thing that was missing from it the extra seriousness."
BEST MOVIE OF THE YEAR SO FAR!!!,Doorslizard,3 February 2004,10,When i hired the movie i din't had big expectations of it.I new i would not be so bad because it had won the BAFTA Awards and after i wachted the movie i was complete blown away off it.It Quentin Tarantino in Brazil.SO good is the movie and the young actors are very impressing.I did check on the site about the movie.And most of them had no actor experience or played in other movies.They probably live like this all the time so they don't have to act and just be thereselfs.So if you decide to hire some big Hollywood film or something in the videostore don't do it for one time in your live and look at a Brazilien MASTERPIECE :Cidade de Deus **** and if you want other good not american pictures then hire Amores Perros(director of the new movie 21 grams with Del Toro and Penn)Lola Rentt a german movie and for the once who have been sleeping there whole live Das Boot (but you probably seen this one already.The foreign movies are getting stronger buy the day no big budget movies but with little money.Hollywood watch out.
Watched so many times...Portugese is now in the vocabulary,godji-53416,19 February 2020,7,"Nothing bests the visual orgasms this film exhibits. The story grips and rips the realities of good amongst the evil. The dichotomy is never blurred yet the intimacy is unmatched to most films that portray gang modalities.
Maybe the GODFATHER. Tis all."
4 me... best movie ever.,mikopancio,30 September 2007,10,"I expect I'm not the only one who understood the way this film fill and complete all the emptiness that hide in each person. Plenty stories and a complex storyboard. Real stories that enter in what is the real world. It is not a cruel movie plenty of blood spreading everywhere, it's a documentary which have been also used to help those people, who where after all the real actors of this enormous story. ""Favelas"" stories. And because of those original Brazilians musics, the ambiance that surround the spectators appears real. And as ""Buscapé"" said at the beginning: city of god, was a postcard... Since it came out at cinemas I have met a very poor number of people that knows this movie... that's really a shame, because is the exact example of what every movie must be: OK, good the story, good the super special effect, good the image, the music and the acting, but most important thing is the message and ""city of god"" got this point perfectly. 10, excellent is because i liked the back stages, the movie, the music, the acting, the plot, the story, and every scene is perfectly filmed its a chef d'oeuvre!!!"
don't move there thats what i got out of it,MovieGamer69,21 April 2003,7,"well first off the film is very intresting being based on true events i just think that the violence is very stupid and unwarranted, i understand the point of showing it, im not against violence in films but it was very exploitative in that the end of the film almost every character is dead, this makes the movie hard to like for alot of reasons, i couldn't relate with the narrator at all and the character benny seemed like he was too cool and popular to be friends with such a stupid person like lil ze or whatever his name was, it just doesn't make sense if he was such a gangstar and killed all these people he would be so liked, also the kid killing was way f**ked up to watch i mean more so watching the kid get shot in the foot and cry while the other kid decided to kill one of them, come on this is like worse than gta, gangs of new york was a extremley realistic violent film, but this film had no morals or values killing was just so dumb and it made the movie dumb, if anybody could get killed, it made u just feel like rocket was lucky and at the same time stupid for living there.  Lets just say that the city of god is not somewhere u should move to based on children walking around with alot of guns and no books, enough said, seeing this movie was very painful in a honestly fustrated stupid sort of way"
Amazing experience,aidanmoran-36647,18 October 2021,9,"Vibrant and beautiful look into the broken city of Rio and the favelas surrounding it - brutally honest and matching in strong emotions and cruelty that enthralled me to the point I was dizzy with inertia - one of the greats - Brazil's ode to cinema, one of it's best since Pixote. To see the slow but steady growing of a man coming to terms with his identity in such a unforgiving city and finding love, sex and horror and shame everywhere he turns, it's easy to say that this captures feelings even the best of coming-of-age directors find difficult to achieve."
Reality,kauanasturmer,1 December 2021,10,"As I am Brazilian I can say, this movie is very precise to show our brutal reality. It is not all Brazil like that but unfortunately most of the favelas are, also it can open the eyes of the rest of the world breaking the stereotype that we have."
"City of God, the favela",kevog-39220,4 December 2021,10,"City of God, the favela for which the movie is named, is one of Rio de Janeiro's most notorious slums. Our narrator is a young boy named Rocket who leads us from the late '60's, when the favela is orderly rows of pre-fab housing for the poverty-stricken, into the early '80's when it has become a warren of bleak."
"City of God, the favela for which the movie",kevog-39220,4 December 2021,10,"City of God, the favela (squatter settlement) for which the movie is named, is one of Rio de Janeiro's most notorious slums. Our narrator is a young boy named Rocket who leads us from the late '60's, when the favela is orderly rows of pre-fab housing for the poverty-stricken, into the early '80's when it has become a warren of bleak."
Like Menace II Society on speed,absynth,31 May 2003,10,"This movie is definitely one of the best movies I have seen in the past years. Set in a ghetto suburb of Rio, it takes most of its quality from its unprecedented authenticity. I'm sure you all read the usual blubbering of the movie being shot (ha! the pun!) with amateur actors, so I'm gonna skip that."
Another foreign tragedy,aagold,6 April 2004,7,"The hype surrounding City of God has become enormous. It has obtained rave reviews here in America. Especially among the college professors and students that I frequently converse with. Unfortunately, this movie did not live up to the hopes I had for it.  Having already seen ""Harder They Come"" and ""All the Forgotten Ones,"" I assumed that this film was garnering so much praise because of a message that would go above what those other films portrayed. The cover of the DVD even has a quote mentioning how this would change my life. It did not. I personally feel both of the other films just mentioned did what ""City of God"" does, and with more originality.  This film takes a lot of modern movie concepts, especially those made famous by Guy Ritchie, such as interweaving plots and jumping to different points of time as the film progresses.  I highly recommend seeing those other two films before this one, and it should change how impressive it really seems."
Triumph in Filmaking,jessebogner,13 March 2003,10,"One of the finest films I've seen in years, and my pick for the best movie of the year. The Brazilian film City of God is a dazzling portrayal of the violent Rio De Janeiro slum `Cidade de Deus', which ironically translates to the City of God. In this terrible world of violence, we see the story of how crime progressed through the eyes of our protagonist the aspiring photographer Rocket. Amazingly, the film spans decades, and shows many intertwining stories, which could stand alone as great films. Fernando Mareilles created this movie exclusively with untrained actors from the village, and their real emotions make the movie that much more powerful. This visually stunning film, with incredible camera tricks not only amazes you with the cinematography, but with the strong ultra violent and ultra sexual themes caused by this drug culture. The crime saga is told in the same way Goodfellas is and in many ways just as brilliantly. The violence is as powerful as any movie since Apocalypse Now and watching this masterpiece gives you a very new outlook on the potential of modern film."
Everyone should take that bath of reality,gleich,3 February 2003,,"I'm brazilian, but I can't get shocked enough by how (too) many people live there. You see little boys as those sleeping in the street or under bridges, alone and stoned. You or at least anyone of your family have already been mugged."
"City of God, is among those films that stays with you in your mind, touches you in your heart all through your eyes.",Bitil,29 January 2003,10,"Sometimes it is more important to appreciate a film, rather than enjoying it. And City of God, is among those films that stays with you in your mind, touches you in your heart all through your eyes. This film is based on a true story and novel by Paulo Lins an insider who's lived in the neighborhood where God is silent and devil speaks trough the fire and guns. Fernando Meirelles doesn't make you cry throughout the film, because everything you see is far beyond expectations that wouldn't give you the second to think and shed tears. He makes you deeply sympathy with the characters because not only they are not trained actors, yet they are real people from Citdade de Deus (City of God), where the dreadful events has been taking place since one can remember. `There are two Brazils: Middle class and lower class, as two different worlds' says Meirelles who's from the middle class himself, `people of the middle class only hear about slums and the crime in other towns through press, nobody has ever made a film about them'. City of God broke the box office over Hollywood films such as Minority Report in Brazil, which is amazing for the Brazilian film industry. The only reason for this incredible success is because this is a film from the people for the people, by the people."
Images that can never fade,gerry-steele,23 February 2003,9,To say that 'Cidade de Deus' is anything less than a masterpiece is surely a travesty of free speech. Held here in this film lies a harrowing truth of life in the City of God. Through this film we feel the breath of gang leader Li'l Zé; a hood whose reign in the town land starts a war that destroys the lives of countless numbers of his neighbors.
authentic depictions of hard life in brazil 2-3 decades ago.,Ove_Oveous_Maximus,19 January 2003,9,"Let me first say that I had to wait literally about 6 hours to see this film.  All shows in New York city were sold out saturday night opening weekend.  But the wait was well worth it.  If you've never been to brazil and often found yourself dreaming of a visit, watching the City of God will definitely ticket you there.  Seeing this film will bring out emotions of fear, terror, and pity.  However, the story also considers and explores a culture of jubilee and sensitivity."
A masterpiece,welingto2003,6 January 2003,10,"This movie means to much to the brazilians. It opened our eyes to the problem of traffic and violence in the slums in a way never seemed before and opened the brazilian market to brazilian movies. The middle class in Brazil has a strong prejudice against people form slums and against the brazilian movies (they used to watch any hollywood comercial movies). More than 3 million people went to see this movie here and the press wrote many articles about it. I love cinema and I go to cinemas every week and I can say that ""City of God"" is the best movie of the year. Everybody should see it."
"Fully touching, and completely gripping",mgmtfilm,22 December 2009,10,"Every scene, character, and word in this film is near-perfect. the plot line presents something very rare in common cinema; something we have lost with everyday rom-coms and ugly punchlines."
Awesome yet Tragic,okibabe,23 February 2003,10,"amazing film. amores perros mixed with that old movie fresh. only difference between brazil and san francisco is that brazil acknowledges that they send all the poor people out to somewhere out of sight, out of mind. great storytelling and weaving. made me glad for being born here by chance. the joy of the single soccerball was uplifting in the u.s. age of instant tech gratification....until the jackass shoots it. one of the top 10 films i have seen in the last 3 years."
This movie is the kick!,rufferto,23 February 2004,9,"Makes Reservoir Dogs and Natural Born Killers look like Sesame Street. It is violent, yes, but there is no other way you could make a realistic movie about the Brazilian favelas. I had heard good things about the movie, but I didn't see it in the cinema. Yesterday I bought the DVD and I have already seen it twice! OK, it doesn't star Eliza Dushku, but that is the only negative thing you can say about it. Everything else is near perfect, be it direction, acting, script, etc. At times you do forget it is just a movie and that the people you are seeing are just acting. Great stuff, really ought to be in the top 10."
Gripping Crime/Gangster film,bandana-boy-z,11 September 2008,10,"Loud music, joyful screams, and fascinating cinematography drew me in to 'City of God' from the off. Although i did wonder what sort of 'urban crime/gangster' film this as the first scene involved a chase through the slums of Brazil involving a chicken and what i consider toddlers. The film soon picked up to harsh crime film that i was expecting."
Heavy,FilmConnoisseur,19 September 2003,9,"But who wouldn't expect that from a movie telling a story that involves kids killing kids. That aside, the movie stands above everything else in it's genre (War Movies) because it is a war Americans didn't care about, the masses still don't. It is awful, and you are disgusted from what you watched. After the credits start rolling and an important part of the movie is repeated from reality. It hits you. You can't breathe. How manny movies have restricted your oxygen. See it."
The one to go down in history books,Ono-Ovo,12 September 2009,10,"Perfection, a word that describes Cidade de Deus in the best way."
"A tale of a hopeless existence, beautifully shot",boba33c,4 August 2003,9,"This is a powerful film that is compelling from the opening credits with the unique ""chicken chase."" Instantly the absurdity of the people's existence in the slum is made apparent."
"When teenagers catch up on a hen, not by wood just by gun!",khoshi-88,5 April 2012,9,"Whoa. Such an amazing start; gangs of boys start catching up on a chicken with GUN!!!! What kinds of story we are going to face? This bewildering introduction, coupled with vigorous samba music, is a comprehensive plot of the movie. A violent neighbourhood of Rio de Janeiro where no police, no law, and no ethic is there: city of god. Doubtless, the Bráulio Mantovani's elaborated screenplay is one of a kind those does not ignore a smallest detail, so could easily form the logical sequences of story and relations between characters. Fernando Meirelles deliberately keeps himself away of going into drama or even tragedy, with not consuming so much time on the key scene of the movie, so the movie fellowship is really fast and keep on occupying the audiences' mind. Such an amazing of this style is the beginning of the Knockout Ned's story; the scene of attacking on his girlfriend, shooting on his family, and killing his brother and uncle is deliberately so short and sufficient. Eventually the death of Bene in his goodbye party, or even the scene of killing Li'l Zé follows the same strategy. Everything in city of god happens so simple, and it definitely is the strength of this movie."
Amazing,smiler_1973,8 August 2003,9,"A simply stunning film in so many ways, the story, the imagary not forgetting the emotion.  This film kept me riveted to my seat I just wanted more and more and was gutted when it finished.  A truly fantastic film telling the true life story in an original manner. A must see film for anyone"
WOW,a_theoha,26 October 2003,10,"This movie grabbed me, sucked me in, entrapped me in its marvellous story, complicated characters, visuals, and writing, and then threw me out again...begging for more. This movie could have gone on for ten hours and I still would have wanted more, that's how good it was."
The Best Brazilian Film,mellagi,5 October 2003,10,"Another world inside Rio, ""Cidade de Deus"" shows how people survive in a place where the ""official society"" visits just by the police or by the middle-class junkies. The rules are different, made by who gets power from the traffic. The great stories are accomplished with great edition and brazilian black music of the 70´s."
A GIFT FROM HEAVEN,DefBoNe,26 January 2004,,"Cidade de deus I just watched it. It blew me sky high. It was so good, I didn't want it to stop. It grabs you from the beginning to the end. City of God something to remember for a lifetime."
Visceral Violence in a Beautifully Shot Film,KramerTM,11 April 2004,10,"This movie sticks with you long after you leave the theater.  Some of the scenes are absolutely unforgettable because of the lurid violence that is displayed in a rather documentary-like format.  The cinematogrpahy and editing are simply brilliant.  The story, told in a non-linear fashion, hits you with a memorable scene and/or line at all the right times.  This film sets the benchmark one notch higher for ultra-violent dramas in the spirit of Pulp Ficiton and Lock, Stock and Two Smoking Barrels.  The original part about this one (besides its rapid, jump-cut-style editing) is that all of the main characters are essentially children."
Excellent movie,AranhaHunter,21 December 2003,10,"This movie draws very strong similarities to Pulp Fiction in the way that the story is told and the camera angles and how the camera works. This is an excellent movie, very well directed and very well acted through, showing a bunch of young talented actors. If you in any way, shape or form liked movies such as Scarface, GoodFellas, Pulp Fiction, GodFather, give this movie a try."
"Powerfully real, without going overboard.",twelve_vacancies,8 June 2004,,"City of God is one of the greatest of it's kind. It shows how children in this lot can be effected at such a young age to become what is most feared. Some parts of this film are incredibly painful to watch, but it's not really the realistic violence, it's the situation. Almost documentary like, the acting is exceedingly good by these young amateurs. Similar to Gus Van Sant's 'Elephant' where the child actors are so real, that it doesn't even seem like acting. It never strays off to miss it's point, as well as the story. It does what it needs to do, in a unique way. I'd recommend it, for it doesn't glorify the lifestyle these children live, but it also doesn't really make them the villain either."
One of greatest movies.,dunatovkarlo,6 July 2019,10,Watching this movies I gained the impression about movies from Brasil. What a great movie this is. Everything is presented at the top level.
I saw all emotion.,etmkorkut1,9 May 2012,9,"I saw emotion in ""City of God"" hope,dram,revenge,betrayal,love... The movie take place in RİO(brezilya).Film's players are very talendet.Movie's child players aren't real actor and actress ,they are Rio's indigenous but they are good at acting.The film's scenerio is very good and real."
big No No,Monarad,4 October 2015,1,"I really don't know why this movie has ranked more than 8 on IMDb and it makes me disappointed that nowadays movies which show very dark sides of the world get nominated for so many awards. I don't say the movies should be all shallow but instead of spending so much money on this movie to show so many graphic scenes. It was better to spend the money to actually help these people in Brazil. I know that these things should get taken care of but a lot of children are getting killed in this movie and it is so harsh and not right even if a single child gets to be the victim of seeing these scenes , and making these kinds of movies cannot and won't do any good for them nor the people who are watching these. And besides the movie was so boring and everyone in the room pretended to like it to show themselves involved!!! A big No No.."
One of the best ever,presjerome7,19 August 2004,10,"First off, for anyone who has not had the opportunity to view this film please do not hesitate. I have given this film a perfect ""10"" rating and I will not do that often. Very few movies deserve that rating but this one is definitely one of them. For a first time director, his camera work comes off as almost flawless. For example, when showing the history of the apartment he uses beautiful technique. Even more importantly, the story is well told from beginning to end. The story is everything that you could expect from the likes of Martin Scorsese who is not bad company to follow. Overall, it was, without a doubt, the best film of the year when it came out. It simply radiates off of the screen in a way that few privileged films do each year."
Worthy crime film,Leviathan_6,30 August 2008,9,"This is a fantastic film about gang life in Brazil. For one thing, this film is visually stunning. The cinematography is gorgeous to look at. The camera motion and editing is relentless. This gives the film a raw, realistic feel, as if we are watching these events through the characters' eyes."
Extraordinary film with magnificant acting and photography.,szimmerman,19 February 2004,10,"This is an extraordinary film - with amazing photography and editing.  It is emotionally difficult to watch at times, but its searing portrayal of young men caught in a web of poverty, corruption and despair is beautiful.  The acting is superb.  The film moves at a pace that makes it even more poignant."
The way of storytelling makes it my favorite movie,schmickels,6 July 2019,10,"This movie portrays love and hate in a complex situation from so many angles. I've feared for the ""good characters"" and wished upon the death of the ""bad guys"", but in the next moment this movie makes you feel the other way around.
There are so many substories, some made me laugh, some made me cry.
If you are ok with violence, and want to see a movie where you can't go to the fridge if you want to keep up with the story, you will probably like this movie. Also it is in portuguese, which this movie made me realize is a beautiful language."
Really fantastic,sssss-96359,11 February 2020,9,I was shocked at the end of the story to find out it's based on a real event it's really violent
I'm Not a Fan of Violence & Gore But I'm Voting This Movie...,wishart188,17 September 2008,10,City of God was my first Brazilian movie. I didn't catch it when it was shown here in my country. But I sure did feel so glad that I managed to catch it on the DVD rental. Excellent.
Review and Editing,ptounas,12 October 2017,9,"The movie takes place in the 1970s in the poverty neighborhoods of Rio De Janeiro, Brazil. There are two main characters in the film; Alexandre Rodrigues better known as ""Rocket"",who wants to be a photographer who documents the drug violence in Rio, and Leandro Firmino better known as ""Li'l Zé"" who is a drug dealer, and who uses Rocket as his photographer to advertise his violence and strength. The movie mainly revolves around Li'l Zé and his strength and violence that he causes throughout the film from when he was a kid to where he is at modern time in the film. Throughout the film, it shows you how dangerous the streets are of Rio and the type of lifestyle they actually lived in during that time. The movie uses some interesting editing techniques throughout the film like parallel editing and cross-cutting in between scenes. This makes the film even better to watch, because it keeps your attention and makes the situations in the film much more interesting to watch. The editing in the film is well put together and captures your attention. The editing in the film also gives you a better perspective of when each scene takes place by the type of editing that is done. You can also see the cool editing from the beginning of the film. If you are into action movies and non-fiction films, I highly recommend this movie. If you can't handle violence then this may not be the film for you. Overall, it's a great movie based on a true story that will capture your attention from the beginning. This movie isn't in English so it presents itself like your watching an actual film from when it was actually happening."
Breathtaking,marymargaretmfavia,16 October 2017,9,City of God is the name of a city in the slums of Rio de Janeiro where this movie takes place. It tells the story of what its like living and growing up in a city where violence is common and drug lords had more power than the police.
City of God- SPOILER ALERT,alexanderlhorvat,16 October 2017,7,"""City of God"" directed by Fernando Meirelles and Kátia Lund is a story about two boys growing up in a favela in Rio de Janeiro. The boys both face hardships in their lives, but in diverse ways. One is aspiring to become a photographer, and the other is aspiring to become the drug kingpin of the Favela. Their lives intertangle, but eventually their lives take divergent paths. This whole storyline entices excitement and emotion through its cinematography. The image match between the raindrop falling off the leaf into a bowl with a fish swimming around in it with a bigger fish ready to catch and eat its prey. This symbol of predator and prey correlates to when the cops are hunting the teenagers in the woods for robbing a hotel. This technique helps feel the emotions of the characters in this scene. There are many scenes in this film which makes the audience feel the emotions of the characters. One scene that moved me was when Benny was shot by Blacky. The use of a close-up with strobe lights gives a chaotic effect visually making the viewer disoriented. This made the movie well worth the two hours and ten minutes. Another aspect is the amount of shown violence in the film. There is an exuberant number of adults and even children getting shot. This adds to the authenticity of the film, and in the end when the audience learns that this is a true story, that makes it even more compelling. I feel that this is a must see because it shows the hidden truths of areas in poverty that get swept under the rug. This film shines light on the problems that do not get much mention in the media. I personally did not know how bad the slums of Rio de Janeiro were until I watched ""City of God"". It is a great thriller and educational at the same time. I would recommend watching ""City of God""."
See City of God,leenamahlaoui,15 October 2018,8,"City of God is a beautiful telling of the story about Brazil's citizens, a photographer, and those who wanted to be the Lords in the City of God. It starts with a beautiful scene with people enjoying a party and making chicken. It is shot so that the humans seem almost savage and the audience beings to sympathize with the chicken that seems to know what is going on. In one sweeping move the chicken seems to out-think the humans and escapes. This is not done as most vegetarian commercials would, the audience does not empathize with the chicken, instead it flips the script and out maneuvers the humans, until it leads them to where they meet the main character. This movie does more showing than telling; in this instance, it shows the villain through the action-filled cinematography. The movie begins at this point, but this point is actually the end of the movie. Little motifs like this let the story come full circle without seeming repetitive. When a scene is first shown it tells one side of the story and when it comes back it shows you the other side, bringing the scene full circle. That means that the mise-en-scene has to be done perfectly, otherwise the scene is first shown it would expose too much. 
Another fascinating aspect is that the movie's narrator is not in every scene, however he narrates the whole movie. Letting other people's points of view be shown allows the audience to learn more about the movie without having to be told every detail, and this is done though the fact that the narrator does not reveal all aspects of the story. Similarly to these motifs I also do not want to give too much away; I believe you should see this movie because it takes a basic story line and does not end the way you may expect. Based on a true story this movie is too good to pass up."
Mini Review City of God,leenamahlaoui,15 October 2018,8,"City of God is a beautiful telling of the story about Brazil's citizens, a photographer, and those who wanted to be the Lords in the City of God. It starts with a beautiful scene with people enjoying a party and making chicken. It is shot so that the humans seem almost savage and the audience beings to sympathize with the chicken that seems to know what is going on. In one sweeping move the chicken seems to out-think the humans and escapes. This is not done as most vegetarian commercials would, the audience does not empathize with the chicken, instead it flips the script and out maneuvers the humans, until it leads them to where they meet the main character. This movie does more showing than telling; in this instance, it shows the villain through the action-filled cinematography. The movie begins at this point, but this point is actually the end of the movie. Little motifs like this let the story come full circle without seeming repetitive. When a scene is first shown it tells one side of the story and when it comes back it shows you the other side, bringing the scene full circle. That means that the mise-en-scene has to be done perfectly, otherwise the scene is first shown it would expose too much. 
Another fascinating aspect is that the movie's narrator is not in every scene, however he narrates the whole movie. Letting other people's points of view be shown allows the audience to learn more about the movie without having to be told every detail, and this is done though the fact that the narrator does not reveal all aspects of the story. Similarly to these motifs I also do not want to give too much away; I believe you should see this movie because it takes a basic story line and does not end the way you may expect. Based on a true story this movie is too good to pass up."
Only three words can describe this movie...,ryan-173,26 January 2003,10,OFF THE HOOK!
An amazing film!,nanaaitana,16 June 2019,9,"Through this film they show us the harsh reality. How much people suffer from an early age and what they must do to survive. However, in some parts they exaggerate a lot without necessity."
Great movie,fsinayor-65232,26 December 2019,7,"I was hesitant to watched this movie at first. But ones I click and started watching, I got hooked up to it. its amazing and I will recommend it"
Masterpiece!,dimitris_andritsos,15 August 2019,9,"It's an amazing movie in which you can see how people react different when they live in poverty. We see how some small choices in our lives can change the latter and how thin is the line that separates the good from the bad. Same people, with the same stimulus, choose different paths for their lives because this option has to do with the character and not only with the environment. Of course, the mentions of the mighty things caused by the war are not less. Congratulations to the producers, to the director, to the scripter, to the actors and actresses and to all who contributed to this masterpiece"
Good,christinanmarget,11 September 2019,7,"Good, but wish it to be better in deal of story, like taxi driver, makes me remember it so much"
City of God is a cinematic masterpeice,seanpcarey-48035,7 October 2019,10,"City of God (2002), directed by Fernando Meirelles and Katia Lund is a cinematic masterpiece. The movie is a Portuguese language film with English subtitles. The cinematographer (Caesar Charlone) uses many handheld scenes from main actor and narrator Rocket (played by Alexandre Rodrigues and Luis Otavio) who is trying to choosing to become a photographer and not the life of crime and violence to action scenes, crane shots, low and high angles. The film depicts life in the gang filled slums of Rio de Janeiro barrio tackling poverty and despair with the innocence of children into crime. There are great editing (Daniel Rezende) and flashback scenes from unrest in the 1960's to when the movie was being set in the 70's and all flashbacks. The opening scene is fast paced editing leaving the audience in suspense of the choice of gang life, leaving to be better, or die in the gang infested streets. The actors and film location have many violent criminal scenes involving children and adolescents committing robberies, drugs, and murders. The mise-en-scene uses authentic street location the sounds of the city, natural light, along the use of blue colors to represent cold (death) and flashbacks in a yellow (hope) to represent warm. City of God gives it audience an inside look of gang life, poverty, corruption, violence, and greed.
City of God is a critically acclaimed film nominated in four academy awards categories for directing, adaption, cinematography, editing. I give the movie 10/10 for the story line, lighting, music, narration, cinematography, editing, directing, and acting."
One of the most action-packed thrilling films based on a true story,edgarjvallejo,7 October 2019,10,"Cidade de Deus or City of God is a film from 2002 based on the true story following a photographer's life story. This film is packed with action and some breath-taking acts of violence. I wouldn't recommend watching this film if you are squeamish especially because this is not like a regular action movie that has fighting scenes,this movie is full of murders in cold blood. The movie shows the formation of a gang by a group of kids who lived in the slums of brazil in a town named city of god which is not suit for it as there was nothing godly about it. When the story begins it follows Rocket and his brothers' gang as they started with minor crimes such as theft, but they had one rule, no murder. This soon changed when they went to rob everyone at a motel. Later in the movie you see how the evil nature of the youngest of the group comes out in this scene. This scene shows how even a kid can become evil in a matter of seconds when given the power. He later becomes one of the biggest Hoods (gangsters) in the city of god by working his way up to become the most powerful man alongside his best friend who was with him from the beginning. This movie is filled with mise-en-scene such as all the scenes of violence drugs and guns. This added to the movie by showing the audience the true status of this new city and how guns and drugs brought violence and death into their town. This is a good example of a realism film because it is all based on the actual events from the 60s. This movie is absolutely worth your time not only for entertainment purposes but also so that you can educate yourself about other parts of the world outside of the united states and it allows you to learn the history of one of the most violent places on earth and you see how it came to be and how it only takes a few people to create a full out war in a town that was meant to be a place of peace and new beginnings."
Very disturbing scenes for any decent human beings,e_konoval,16 October 2007,3,"I would like to share my opinion with those interested in watching this violent film. If MIRAMAX films aims to draw attention to the crime and drug problems of the poor neighborhoods of Brazil, they should not use these kind of shocking portrayals of violence against children, total disregard of taste, and association of sex with violence, drugs, and criminal activity. If one was really interested in solving Brazil's desperately poor and criminal gangs, government-sponsored media should be used, (the raising of) television commercial adverts, political action, and the use of Red Cross Society and Amnesty International. The awful aspects about this movie are that young children are shown being frightened and subsequently shot by gang-members, black children owning guns, and the association of sex and lust with crime. After that, the (general) public is appalled at the number of incidents of child violence and child pornography being distributed on the world wide web. Films like these should be reviewed by a special committee for their quality and their degree of taste of delivering the message they sought to deliver. In my personal opinion, there should be no room for such sort of films that contain raw and barbaric portrayals of violence, bullying, and humiliation in civilized society, in order to prevent the very idea of turning to violence among the desperate poorest of the poor."
